timer,fight_result,has_round_started,is_round_over,Player1_ID,health,x_coord,y_coord,is_jumping,is_crouching,is_player_in_move,move_id,Player2_ID,Player2 health,Player2 x_coord,Player2 y_coord,Player2 is_jumping,Player2 is_crouching,Player2 is_player_in_move,Player2 move_id,player2_buttons up,player2_buttons down,player2_buttons right,player2_buttons left,player2.player_buttons.A,player2.player_buttons.B,player2.player_buttons.Y,player2.player_buttons.R,player2.player_buttons.L
132,0,1,0,0,176,252,172,1,0,1,1025,3,143,381,192,0,0,0,0,0,0,1,0,0,0,0,0,0
132,0,1,0,0,176,254,172,1,0,1,1025,3,143,381,192,0,0,0,0,0,0,1,0,0,0,0,0,0
132,0,1,0,0,176,254,172,1,0,1,1025,3,143,381,192,0,0,0,0,0,0,1,0,0,0,0,0,0
132,0,1,0,0,176,258,172,1,0,1,1025,3,143,381,192,0,0,0,0,0,0,1,0,0,0,0,0,0
132,0,1,0,0,176,258,172,1,0,1,1025,3,143,381,192,0,0,0,0,0,0,1,0,0,0,0,0,0
132,0,1,0,0,176,282,172,1,0,1,1025,3,143,379,192,0,0,0,0,0,0,1,0,0,0,0,0,0
132,0,1,0,0,176,265,172,1,0,1,1025,3,143,381,192,0,0,0,0,0,0,1,0,0,0,0,0,0
132,0,1,0,0,176,267,172,1,0,1,1025,3,143,381,192,0,0,0,0,0,0,1,0,0,0,0,0,0
132,0,1,0,0,176,267,172,1,0,1,1025,3,143,381,192,0,0,0,0,0,0,1,0,0,0,0,0,0
132,0,1,0,0,176,271,172,1,0,1,1025,3,143,381,192,0,0,0,0,0,0,1,0,0,0,0,0,0
132,0,1,0,0,176,274,172,1,0,1,1025,3,143,381,192,0,0,0,0,0,0,1,0,0,0,0,0,0
132,0,1,0,0,176,253,172,1,0,1,1025,3,143,379,192,0,0,0,0,0,0,1,0,0,0,0,0,0
132,0,1,0,0,176,278,172,1,0,1,1025,3,143,381,192,0,0,0,0,0,0,1,0,0,0,0,0,0
132,0,1,0,0,176,280,172,1,0,1,1025,3,143,381,192,0,0,0,0,0,0,1,0,0,0,0,0,0
132,0,1,0,0,176,280,172,1,0,1,1025,3,143,381,192,0,0,0,0,0,0,1,0,0,0,0,0,0
132,0,1,0,0,176,284,172,1,0,1,1025,3,143,381,192,0,0,0,0,0,0,1,0,0,0,0,0,0
132,0,1,0,0,176,284,172,1,0,1,1025,3,143,381,192,0,0,0,0,0,0,1,0,0,0,0,0,0
131,0,1,0,0,176,293,172,1,0,1,1025,3,143,400,192,0,0,0,0,0,0,0,1,0,0,0,0,0
131,0,1,0,0,176,298,172,1,0,1,1025,3,143,408,192,0,0,0,0,0,0,0,1,0,0,0,0,0
131,0,1,0,0,176,300,172,1,0,1,1025,3,143,411,192,0,0,0,0,0,0,0,1,0,0,1,0,0
131,0,1,0,0,176,279,172,1,0,1,1025,3,143,409,192,0,0,0,0,0,0,0,1,0,0,1,0,0
131,0,1,0,0,176,304,172,1,0,1,1025,3,143,417,192,0,0,0,0,1,0,0,1,0,0,1,0,0
131,0,1,0,0,176,306,172,1,0,1,1025,3,143,419,192,0,0,0,0,1,0,0,1,0,0,0,0,0
131,0,1,0,0,176,306,172,1,0,1,1025,3,143,419,192,0,0,0,0,1,0,0,1,0,0,0,0,0
131,0,1,0,0,176,311,172,1,0,1,1025,3,143,422,192,0,0,0,0,1,0,0,1,0,0,0,0,0
131,0,1,0,0,176,311,172,1,0,1,1025,3,143,422,192,0,0,0,0,1,0,0,1,0,0,0,0,0
131,0,1,0,0,176,334,172,1,0,1,1025,3,143,420,192,0,0,0,0,1,0,0,1,0,0,0,0,0
131,0,1,0,0,176,317,172,1,0,1,1025,3,143,423,192,0,0,0,0,1,0,0,1,0,0,0,0,0
131,0,1,0,0,176,319,172,1,0,1,1025,3,143,424,192,0,0,0,0,0,0,0,1,0,0,0,0,0
131,0,1,0,0,176,319,172,1,0,1,1025,3,143,424,192,0,0,0,0,0,0,0,1,0,0,0,0,0
131,0,1,0,0,176,324,172,1,0,1,1025,3,143,425,192,0,0,0,0,0,0,0,1,0,0,0,0,0
131,0,1,0,0,176,326,172,1,0,1,1025,3,143,425,192,0,0,0,0,0,0,0,1,0,0,0,0,0
131,0,1,0,0,176,305,172,1,0,1,1025,3,143,423,192,0,0,0,0,0,0,0,1,0,0,0,0,0
131,0,1,0,0,176,330,172,1,0,1,1025,3,143,426,192,0,0,0,0,0,0,0,1,0,0,0,0,0
131,0,1,0,0,176,332,172,1,0,1,1025,3,143,426,192,0,0,1,1,0,0,0,1,0,0,1,0,0
131,0,1,0,0,176,332,172,1,0,1,1025,3,143,426,192,0,0,1,1,0,0,0,1,0,0,0,0,0
131,0,1,0,0,176,335,172,1,0,1,1025,3,143,426,192,0,0,1,1,0,0,0,1,0,0,1,0,0
131,0,1,0,0,176,337,172,1,0,1,1025,3,143,426,192,0,0,1,1,0,0,0,1,0,0,0,0,0
131,0,1,0,0,176,360,172,1,0,1,1025,3,143,424,192,0,0,1,1,0,0,0,1,0,0,0,0,0
131,0,1,0,0,176,394,172,1,0,1,1025,3,143,339,192,0,0,1,1,0,0,0,1,0,0,1,0,0
131,0,1,0,0,176,345,172,1,0,1,1025,3,143,426,192,0,0,1,1,0,0,0,1,0,0,0,0,0
131,0,1,0,0,176,345,172,1,0,1,1025,3,143,426,192,0,0,1,1,0,0,0,1,0,0,1,0,0
131,0,1,0,0,176,394,172,1,0,1,1025,3,143,350,192,0,0,1,1,0,0,0,1,0,0,1,0,0
131,0,1,0,0,176,356,172,1,0,1,1025,3,143,426,192,0,0,1,1,0,0,0,1,0,0,1,0,0
131,0,1,0,0,176,335,172,1,0,1,1025,3,143,424,192,0,0,1,1,0,0,0,1,0,0,1,0,0
131,0,1,0,0,176,358,172,1,0,1,1025,3,143,426,192,0,0,1,1,0,0,0,1,0,0,0,0,0
131,0,1,0,0,176,363,172,1,0,1,1025,3,143,426,192,0,0,1,1,0,0,0,1,0,0,1,0,0
131,0,1,0,0,176,394,172,1,0,1,1025,3,143,361,192,0,0,1,1,0,0,0,1,0,0,0,0,0
130,0,1,0,0,176,367,172,1,0,1,1025,3,143,426,192,0,0,1,1,0,0,0,1,0,0,0,0,0
130,0,1,0,0,176,369,172,1,0,1,1025,3,143,426,192,0,0,1,1,0,0,0,1,0,0,0,0,0
130,0,1,0,0,176,371,173,1,0,1,1025,3,143,426,192,0,0,1,1,0,0,0,1,0,0,0,0,0
130,0,1,0,0,176,371,174,1,0,1,1025,3,143,426,192,0,0,1,1,0,0,0,1,0,0,0,0,0
130,0,1,0,0,176,376,176,1,0,1,1025,3,143,426,192,0,0,1,1,0,0,0,1,0,0,0,0,0
130,0,1,0,0,176,378,178,1,0,1,1025,3,143,426,192,0,0,1,1,0,0,0,1,0,0,0,0,0
130,0,1,0,0,176,380,180,1,0,1,1025,3,143,426,192,0,0,1,1,0,0,0,1,0,0,0,0,0
130,0,1,0,0,176,380,182,1,0,1,1025,3,143,426,192,0,0,0,0,0,0,0,1,0,0,0,0,0
130,0,1,0,0,176,382,182,1,0,1,1025,3,143,424,192,0,0,0,0,0,0,0,1,0,0,0,0,0
130,0,1,0,0,176,387,188,1,0,1,1025,3,143,420,192,0,0,0,0,0,0,0,1,0,0,0,0,0
130,0,1,0,0,176,389,192,1,0,1,1025,3,143,418,192,0,0,0,0,0,0,0,1,0,0,0,0,0
130,0,1,0,0,176,389,192,0,0,0,0,3,143,418,192,0,0,0,0,0,0,0,1,0,0,0,0,0
130,0,1,0,0,176,391,192,0,0,0,0,3,143,414,192,0,0,0,0,0,0,0,1,0,0,0,0,0
130,0,1,0,0,176,391,192,0,0,1,33686532,3,143,414,192,0,0,0,0,0,0,0,1,0,0,0,0,0
130,0,1,0,0,176,391,192,0,1,1,33686532,3,143,410,192,0,0,0,0,0,0,0,1,0,0,0,0,0
130,0,1,0,0,176,391,192,0,1,1,33686532,3,143,408,192,0,0,0,0,0,0,0,1,0,0,0,0,0
130,0,1,0,0,176,390,192,0,1,1,33686532,3,143,407,192,0,0,0,0,0,0,0,1,0,0,0,0,0
130,0,1,0,0,176,389,192,0,1,1,33686532,3,108,408,192,0,0,0,0,0,0,0,1,0,0,0,0,0
130,0,1,0,0,176,389,192,0,1,1,33686532,3,108,408,192,0,0,0,0,0,0,0,1,0,0,0,0,0
130,0,1,0,0,176,389,192,0,1,1,33686532,3,108,408,192,0,0,0,0,0,0,0,1,0,0,0,0,0
130,0,1,0,0,176,389,192,0,1,1,33686532,3,108,408,192,0,0,0,0,0,0,0,1,0,0,0,0,0
130,0,1,0,0,176,389,192,0,1,1,33686532,3,108,408,192,0,0,0,0,0,0,0,1,0,0,0,0,0
130,0,1,0,0,176,389,192,0,1,1,33686532,3,108,408,192,0,0,0,0,0,0,0,1,0,0,0,0,0
130,0,1,0,0,176,389,192,0,1,1,33686532,3,108,408,192,0,0,0,0,0,0,0,1,0,0,0,0,0
130,0,1,0,0,176,389,192,0,1,1,33686532,3,108,408,192,0,0,0,0,0,0,0,1,0,0,0,0,0
130,0,1,0,0,176,389,192,0,1,1,33686532,3,108,408,192,0,0,0,0,0,0,0,1,0,0,0,0,0
130,0,1,0,0,176,389,192,0,1,1,33686532,3,108,408,192,0,0,0,0,0,0,0,1,0,0,0,0,0
129,0,1,0,0,176,389,192,0,1,1,33686532,3,108,408,192,0,0,0,0,0,0,0,1,0,0,0,0,0
129,0,1,0,0,176,389,192,0,1,1,33686532,3,108,410,187,0,0,0,0,0,0,0,1,0,0,0,0,0
129,0,1,0,0,176,389,192,0,1,1,33686532,3,108,411,182,0,0,0,0,0,0,0,1,0,0,0,0,0
129,0,1,0,0,176,389,192,0,1,1,33686532,3,108,412,178,0,0,0,0,0,0,0,1,0,0,0,0,0
129,0,1,0,0,176,389,192,0,1,1,33686532,3,108,413,174,0,0,0,0,0,0,0,1,0,0,0,0,0
129,0,1,0,0,176,389,192,0,1,1,33686532,3,108,414,170,0,0,0,0,0,0,0,1,0,0,0,0,0
129,0,1,0,0,176,389,192,0,1,1,33686532,3,108,415,167,0,0,0,0,0,0,0,1,0,0,0,0,0
128,0,1,0,0,176,389,192,0,1,1,33686532,3,108,456,192,0,0,0,0,0,0,0,1,0,0,0,0,0
128,0,1,0,0,176,389,192,0,1,1,33686532,3,108,456,192,0,0,0,0,0,0,0,1,0,0,0,0,0
128,0,1,0,0,176,389,192,0,1,1,33686532,3,108,456,192,0,0,0,0,0,0,0,1,0,0,0,0,0
121,0,1,0,0,176,389,192,0,1,0,0,3,108,456,192,0,0,0,0,1,0,0,0,0,0,0,0,0
121,0,1,0,0,176,389,192,0,1,0,0,3,108,456,192,0,0,0,0,1,0,0,0,0,0,0,0,0
121,0,1,0,0,176,389,192,0,1,0,0,3,108,456,192,0,0,0,0,1,0,0,0,0,0,0,0,0
121,0,1,0,0,176,389,192,0,0,1,33685508,3,108,456,192,0,1,0,0,1,0,0,0,0,0,0,0,0
121,0,1,0,0,176,389,192,0,0,1,33685508,3,108,456,192,0,1,0,0,1,0,0,1,0,0,0,0,0
121,0,1,0,0,176,389,192,0,0,1,33685508,3,108,456,192,0,0,0,0,1,0,0,1,0,0,0,0,0
121,0,1,0,0,176,389,192,0,0,1,33685508,3,108,456,192,0,0,0,0,1,0,0,1,0,0,0,0,0
121,0,1,0,0,176,389,192,0,0,1,33685508,3,108,456,192,0,0,0,0,1,0,0,1,0,0,0,0,0
121,0,1,0,0,176,389,192,0,0,1,33685508,3,108,456,192,1,0,0,0,1,0,0,1,0,0,0,0,0
121,0,1,0,0,176,389,192,0,0,1,33685508,3,108,454,186,1,0,0,0,1,0,0,1,0,0,0,0,0
121,0,1,0,0,176,389,192,0,0,1,33685508,3,108,452,180,1,0,0,0,1,0,0,1,0,0,0,0,0
121,0,1,0,0,176,389,192,0,0,1,33685508,3,108,450,175,1,0,0,0,1,0,0,1,0,0,0,0,0
121,0,1,0,0,176,389,192,0,0,1,33685508,3,108,448,170,1,0,0,0,1,0,0,1,0,0,0,0,0
121,0,1,0,0,176,389,192,0,0,1,33685508,3,108,446,166,1,0,0,0,1,0,0,1,0,0,0,0,0
121,0,1,0,0,176,425,192,0,0,1,33685508,3,108,446,161,1,0,0,0,1,0,0,1,0,0,0,0,0
121,0,1,0,0,176,389,192,0,0,1,33685508,3,108,442,157,1,0,0,0,1,0,0,1,0,0,0,0,0
121,0,1,0,0,176,438,192,0,0,1,33685508,3,108,433,153,1,0,1,131073,0,0,0,1,0,1,0,0,0
121,0,1,0,0,176,389,192,0,0,1,33685508,3,108,438,150,1,0,1,131073,0,0,0,0,0,1,0,0,0
121,0,1,0,0,176,442,192,0,0,1,33685508,3,108,429,146,1,0,1,131073,0,0,1,0,0,0,0,0,0
121,0,1,0,0,176,389,192,0,0,1,33685508,3,108,434,143,1,0,1,131073,0,0,1,0,0,1,0,0,0
121,0,1,0,0,176,389,192,0,0,1,33685508,3,108,431,138,1,0,1,131073,0,0,0,0,0,1,0,0,0
121,0,1,0,0,176,389,192,0,0,1,33685508,3,108,425,131,1,0,1,131073,0,1,0,0,0,1,0,0,0
121,0,1,0,0,176,389,192,0,0,1,33685508,3,108,423,129,1,0,1,131073,0,1,0,0,0,0,0,0,0
121,0,1,0,0,176,455,192,0,0,1,33685508,3,108,414,128,1,0,1,131073,0,1,0,0,0,1,0,0,0
121,0,1,0,0,176,389,192,0,0,1,33685508,3,108,420,127,1,0,1,131073,0,1,0,0,0,0,0,0,0
121,0,1,0,0,176,459,192,0,0,1,33685508,3,108,411,126,1,0,1,131073,0,1,0,0,0,0,0,0,0
121,0,1,0,0,176,389,192,0,0,1,33685508,3,108,416,125,1,0,1,131073,0,1,0,0,0,0,0,0,0
120,0,1,0,0,176,462,192,0,0,1,33685508,3,108,407,125,1,0,1,131073,0,1,0,0,0,0,0,0,0
120,0,1,0,0,176,389,192,0,0,1,33685508,3,108,413,124,1,0,1,131073,0,0,1,0,0,0,0,0,0
120,0,1,0,0,176,466,192,0,0,1,33685508,3,108,404,124,1,0,1,131073,0,0,1,0,0,0,0,0,0
120,0,1,0,0,176,389,192,0,0,1,33685508,3,108,409,125,1,0,1,131073,0,0,1,0,0,0,0,0,0
120,0,1,0,0,176,469,192,0,0,1,33685508,3,108,400,125,1,0,1,131073,0,0,1,0,0,0,0,0,0
120,0,1,0,0,176,389,192,0,0,1,33685508,3,108,406,126,1,0,1,131073,0,0,1,0,0,0,0,0,0
120,0,1,0,0,176,473,192,0,0,1,33685508,3,108,397,127,1,0,1,131073,0,0,1,0,0,0,0,0,0
120,0,1,0,0,176,389,192,0,0,1,33685508,3,108,402,128,1,0,1,131073,0,0,1,0,0,0,0,0,0
120,0,1,0,0,176,476,192,0,0,1,33685508,3,108,394,130,1,0,1,131073,0,0,1,0,0,0,0,0,0
120,0,1,0,0,176,389,192,0,0,1,33685508,3,108,399,132,1,0,1,131073,0,0,1,0,0,0,0,0,0
120,0,1,0,0,176,480,192,0,0,1,33685508,3,108,390,134,1,0,1,131073,0,0,1,0,0,0,0,0,0
120,0,1,0,0,176,389,192,0,0,1,33685508,3,108,396,136,1,0,1,131073,0,0,1,0,0,0,0,0,0
120,0,1,0,0,176,483,192,0,0,1,33685508,3,108,387,138,1,0,1,131073,0,0,1,0,0,0,0,0,0
120,0,1,0,0,176,389,192,0,0,1,33685508,3,108,392,141,1,0,1,131073,0,0,1,0,0,0,0,0,0
120,0,1,0,0,176,487,192,0,0,1,33685508,3,108,384,144,1,0,1,131073,0,0,1,0,0,0,0,0,0
120,0,1,0,0,176,389,192,0,0,1,33685508,3,108,389,147,1,0,1,131073,0,0,1,0,0,0,0,0,0
120,0,1,0,0,176,490,192,0,0,1,33685508,3,108,381,151,1,0,1,131073,0,0,1,0,0,0,0,0,0
120,0,1,0,0,176,389,192,0,0,1,33685508,3,108,386,154,1,0,1,131073,0,0,1,0,0,0,0,0,0
120,0,1,0,0,176,494,192,0,0,1,33685508,3,108,374,158,1,0,1,131073,0,0,1,0,0,0,0,0,0
120,0,1,0,0,176,392,192,0,0,1,33685508,3,108,380,163,1,0,1,131073,0,0,1,0,0,0,0,0,0
120,0,1,0,0,176,497,192,0,0,1,33685508,3,108,368,167,1,0,1,131073,0,0,1,0,0,0,0,0,0
