timer,fight_result,has_round_started,is_round_over,Player1_ID,health,x_coord,y_coord,is_jumping,is_crouching,is_player_in_move,move_id,player1_buttons up,player1_buttons down,player1_buttons right,player1_buttons left,player1.player_buttons.A,player1.player_buttons.B,player1.player_buttons.Y,player1.player_buttons.R,player1.player_buttons.L,Player2_ID,Player2 health,Player2 is_jumping,Player2 is_crouching,Player2 is_player_in_move,Player2 move_id,Player2_button_up,Player2_button_down,Player2_button_right,Player2_button_left,Player2_button_A,Player2_button_B,Player2_button_Y,Player2_button_R,Player2_button_L,combo_id
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-70,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-70,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-70,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-69,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-68,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-67,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-66,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-66,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-64,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-63,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-63,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-61,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-61,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-61,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-60,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-59,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-59,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-58,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-57,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
153,0,0,0,0,176,-56,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
152,0,1,0,0,176,-56,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
152,0,1,0,0,176,-55,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
152,0,1,0,0,176,-55,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
152,0,1,0,0,176,-53,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
