timer,fight_result,has_round_started,is_round_over,Player1_ID,health,x_coord,y_coord,is_jumping,is_crouching,is_player_in_move,move_id,player1_buttons up,player1_buttons down,player1_buttons right,player1_buttons left,player1.player_buttons.A,player1.player_buttons.B,player1.player_buttons.Y,player1.player_buttons.R,player1.player_buttons.L,Player2_ID,Player2 health,Player2 is_jumping,Player2 is_crouching,Player2 is_player_in_move,Player2 move_id,combo_id,combo_present
152,0,1,0,0,149,-47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,176,0,0,1,515,2,1
152,0,1,0,0,149,-47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,0,0,1,515,2,1
152,0,1,0,0,149,-47,0,0,0,0,0,1,0,1,0,0,0,1,0,0,6,176,0,0,1,515,2,1
152,0,1,0,0,149,-47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,0,0,1,515,2,1
152,0,1,0,0,149,-47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,0,0,1,515,2,1
152,0,1,0,0,149,-47,0,0,0,0,0,1,0,1,0,0,0,1,0,0,6,176,0,0,1,515,2,1
152,0,1,0,0,149,-47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,0,0,1,515,2,1
152,0,1,0,0,149,-47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,0,0,1,515,2,1
152,0,1,0,0,149,-47,0,0,0,0,0,1,0,1,0,0,0,1,0,0,6,176,0,0,1,515,2,1
152,0,1,0,0,149,-47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,0,0,1,515,2,1
152,0,1,0,0,149,-47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,0,0,1,515,2,1
152,0,1,0,0,149,-47,0,0,0,0,0,1,0,1,0,0,0,1,0,0,6,176,0,0,1,515,2,1
152,0,1,0,0,149,-47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,0,0,1,515,2,1
152,0,1,0,0,149,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,0,0,1,515,2,1
151,0,1,0,0,149,-75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,0,0,0,0,2,1
151,0,1,0,0,149,-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,0,0,0,0,2,1
151,0,1,0,0,149,-76,0,0,0,0,0,1,0,1,0,0,0,1,0,0,6,176,0,0,0,0,2,1
151,0,1,0,0,149,-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,0,0,0,0,2,1
151,0,1,0,0,149,-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,0,0,0,0,2,1
151,0,1,0,0,149,-76,0,0,0,1,1,1,0,1,0,0,0,1,0,0,6,176,0,0,0,0,2,1
151,0,1,0,0,149,-76,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,176,0,0,0,0,2,1
151,0,1,0,0,149,-76,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,176,0,0,0,0,2,1
151,0,1,0,0,149,-76,0,0,0,1,1,1,0,1,0,0,0,1,0,0,6,176,0,1,1,33686532,2,1
151,0,1,0,0,149,-76,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,176,0,1,1,33686532,2,1
151,0,1,0,0,116,-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,0,1,1,33686532,2,1
151,0,1,0,0,116,-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,0,1,1,33686532,2,1
151,0,1,0,0,116,-76,0,0,0,0,0,1,0,1,0,0,0,1,0,0,6,176,0,1,1,33686532,2,1
151,0,1,0,0,116,-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,0,1,1,33686532,2,1
151,0,1,0,0,116,-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,0,1,1,33686532,2,1
